15,79,0,-75
117,14,0,643
-1,1,0,-72
0,0,0,50
52,-30,0,-6
18,0,0,-105
3,-13,-1,-126
0,2,-2,0
0,46,-2,-57
-4,34,-1,-69
-8,106,0,-78
-5,-32,0,299
16,96,-5,-48
-10,137,0,1175
0,0,0,50
6,53,0,-13
0,0,0,50
9,28,-2,-19
0,0,0,50
110,214,-3,623
